Section,SubSection,Action,DedupeKey
LIGHTS,EXTERIOR LIGHTS,NAV LIGHTS ON,
LIGHTS,EXTERIOR LIGHTS,NAV LIGHTS OFF,
LIGHTS,EXTERIOR LIGHTS,LANDING LIGHTS UP,
LIGHTS,EXTERIOR LIGHTS,LANDING LIGHTS RIGHT,
LIGHTS,EXTERIOR LIGHTS,LANDING LIGHTS ON,
LIGHTS,EXTERIOR LIGHTS,LANDING LIGHTS OFF,
LIGHTS,EXTERIOR LIGHTS,LANDING LIGHTS LEFT,
LIGHTS,EXTERIOR LIGHTS,LANDING LIGHTS HOME,
LIGHTS,EXTERIOR LIGHTS,LANDING LIGHTS DOWN,
LIGHTS,EXTERIOR LIGHTS,BEACON LIGHTS ON,
LIGHTS,EXTERIOR LIGHTS,BEACON LIGHTS OFF,
LIGHTS,INTERIOR LIGHTS,TOGGLE PEDESTAL LIGHTS,
LIGHTS,INTERIOR LIGHTS,TOGGLE GLARESHIELD LIGHTS,
LIGHTS,INTERIOR LIGHTS,TOGGLE FLASHLIGHT,
LIGHTS,INTERIOR LIGHTS,TOGGLE CABIN LIGHTS,
LIGHTS,INTERIOR LIGHTS,SET PEDESTAL LIGHTS,
LIGHTS,INTERIOR LIGHTS,SET PANEL LIGHTS,
LIGHTS,INTERIOR LIGHTS,SET GLARESHIELD LIGHTS,
LIGHTS,INTERIOR LIGHTS,SET CABIN LIGHTS,
LIGHTS,INTERIOR LIGHTS,PEDESTAL LIGHTS ON,
LIGHTS,INTERIOR LIGHTS,PEDESTAL LIGHTS OFF,
LIGHTS,INTERIOR LIGHTS,PANEL LIGHTS ON,
LIGHTS,INTERIOR LIGHTS,PANEL LIGHTS OFF,
LIGHTS,INTERIOR LIGHTS,INCREASE LIGHT POTENTIOMETER,
LIGHTS,INTERIOR LIGHTS,GLARESHIELD LIGHTS ON,
LIGHTS,INTERIOR LIGHTS,GLARESHIELD LIGHTS OFF,
LIGHTS,INTERIOR LIGHTS,DECREASE LIGHT POTENTIOMETER,
LIGHTS,INTERIOR LIGHTS,CABIN LIGHTS ON,
LIGHTS,INTERIOR LIGHTS,CABIN LIGHTS OFF,
LIGHTS,,TOGGLE LIGHTS,
BRAKES,,TOGGLE ROTOR BRAKE,
BRAKES,,TOGGLE PARKING BRAKES,
BRAKES,,TOGGLE ANTI SKID BRAKES,
BRAKES,,SET ROTOR BRAKE,
BRAKES,,SET PARKING BRAKE,
BRAKES,,SET AUTOBRAKE MED,
BRAKES,,SET AUTOBRAKE LO,
BRAKES,,SET AUTOBRAKE HI,
BRAKES,,SET AUTOBRAKE CONTROL,
BRAKES,,ROTOR BRAKE ON,
BRAKES,,ROTOR BRAKE OFF,
BRAKES,,ROTOR BRAKE,
BRAKES,,RIGHT BRAKE AXIS,
BRAKES,,RIGHT BRAKE,
BRAKES,,PARKING BRAKES ON,
BRAKES,,PARKING BRAKES OFF,
BRAKES,,LEFT BRAKE AXIS,
BRAKES,,LEFT BRAKE,
BRAKES,,INCREASE AUTOBRAKE CONTROL,
BRAKES,,DISARM AUTOBRAKE,
BRAKES,,DECREASE AUTOBRAKE CONTROL,
BRAKES,,BRAKES,
AUTOPILOT,,YAW DAMPER ON,
AUTOPILOT,,YAW DAMPER OFF,
AUTOPILOT,,TOGGLE YAW DAMPER,
AUTOPILOT,,TOGGLE G LIMITER,
AUTOPILOT,,TOGGLE FLIGHT DIRECTOR,
AUTOPILOT,,TOGGLE DISENGAGE AUTOPILOT,
AUTOPILOT,,TOGGLE AVIONICS MASTER,
AUTOPILOT,,TOGGLE AUTOPILOT WING LEVELER,
AUTOPILOT,,TOGGLE AUTOPILOT VS HOLD,
AUTOPILOT,,TOGGLE AUTOPILOT RADIO ALTITUDE MODE,
AUTOPILOT,,TOGGLE AUTOPILOT MASTER,
AUTOPILOT,,TOGGLE AUTOPILOT MACH HOLD,
AUTOPILOT,,TOGGLE AUTOPILOT LOCALIZER HOLD,
AUTOPILOT,,TOGGLE AUTOPILOT HEADING HOLD,
AUTOPILOT,,TOGGLE AUTOPILOT FLIGHT LEVEL CHANGE,
AUTOPILOT,,TOGGLE AUTOPILOT BACKCOURSE HOLD,
AUTOPILOT,,TOGGLE AUTOPILOT ATTITUDE HOLD,
AUTOPILOT,,TOGGLE AUTOPILOT APPROACH HOLD,
AUTOPILOT,,TOGGLE AUTOPILOT ALTITUDE HOLD,
AUTOPILOT,,TOGGLE AP MANAGED SPEED IN MACH,
AUTOPILOT,,SET YAW DAMPER,
AUTOPILOT,,SET G LIMITER,
AUTOPILOT,,SET AUTOPILOT VS HOLD,
AUTOPILOT,,SET AUTOPILOT RADIO ALTITUDE MODE,
AUTOPILOT,,SET AUTOPILOT NAV SELECT,
AUTOPILOT,,SET AUTOPILOT N1 REFERENCE,
AUTOPILOT,,SET AUTOPILOT MACH REFERENCE,
AUTOPILOT,,SET AUTOPILOT MACH HOLD,
AUTOPILOT,,SET AUTOPILOT DISENGAGE,
AUTOPILOT,,SET AUTOPILOT AIRSPEED HOLD,
AUTOPILOT,,SET AP VS SLOT INDEX,
AUTOPILOT,,SET AP SPEED SLOT INDEX,
AUTOPILOT,,SET AP RPM SLOT INDEX,
AUTOPILOT,,SET AP MANAGED SPEED IN MACH ON,
AUTOPILOT,,SET AP MANAGED SPEED IN MACH OFF,
AUTOPILOT,,SET AP MANAGED SPEED IN MACH,
AUTOPILOT,,SET AP HEADING SLOT INDEX,
AUTOPILOT,,SET AP CURRENT VS,
AUTOPILOT,,SET AP ALTITUDE SLOT INDEX,
AUTOPILOT,,SELECT AP PITCH HOLD REFERENCE,
AUTOPILOT,,INCREASE AUTOPILOT REFERENCE VS,
AUTOPILOT,,INCREASE AUTOPILOT REFERENCE MACH,
AUTOPILOT,,INCREASE AUTOPILOT REFERENCE ALTITUDE,
AUTOPILOT,,INCREASE AUTOPILOT REFERENCE AIRSPEED,
AUTOPILOT,,INCREASE AUTOPILOT N1 REFERENCE,
AUTOPILOT,,INCREASE AUTOPILOT MAX BANK,
AUTOPILOT,,INCREASE AP PITCH HOLD REFERENCE,
AUTOPILOT,,G LIMITER ON,
AUTOPILOT,,G LIMITER OFF,
AUTOPILOT,,FLIGHT DIRECTOR PITCH SYNC,
AUTOPILOT,,DECREASE AUTOPILOT REFERENCE VS,
AUTOPILOT,,DECREASE AUTOPILOT REFERENCE MACH,
AUTOPILOT,,DECREASE AUTOPILOT REFERENCE ALTITUDE,
AUTOPILOT,,DECREASE AUTOPILOT REFERENCE AIRSPEED,
AUTOPILOT,,DECREASE AUTOPILOT N1 REFERENCE,
AUTOPILOT,,DECREASE AUTOPILOT MAX BANK,
AUTOPILOT,,DECREASE AP PITCH HOLD REFERENCE,
AUTOPILOT,,AUTOTHROTTLE DISCONNECT,
AUTOPILOT,,AUTOPILOT WING LEVELER ON,
AUTOPILOT,,AUTOPILOT WING LEVELER OFF,
AUTOPILOT,,AUTOPILOT VS HOLD ON,
AUTOPILOT,,AUTOPILOT VS HOLD OFF,
AUTOPILOT,,AUTOPILOT RADIO ALTITUDE MODE ON,
AUTOPILOT,,AUTOPILOT RADIO ALTITUDE MODE OFF,
AUTOPILOT,,AUTOPILOT PITCH LEVELER ON,
AUTOPILOT,,AUTOPILOT PITCH LEVELER OFF,
AUTOPILOT,,AUTOPILOT PITCH LEVELER HOLD,
AUTOPILOT,,AUTOPILOT ON,
AUTOPILOT,,AUTOPILOT OFF,
AUTOPILOT,,AUTOPILOT NAV1 HOLD ON,
AUTOPILOT,,AUTOPILOT NAV1 HOLD OFF,
AUTOPILOT,,AUTOPILOT NAV1 HOLD,
AUTOPILOT,,AUTOPILOT MACH HOLD ON,
AUTOPILOT,,AUTOPILOT MACH HOLD OFF,
AUTOPILOT,,AUTOPILOT MACH HOLD CURRENT,
AUTOPILOT,,AUTOPILOT LOCALIZER HOLD ON,
AUTOPILOT,,AUTOPILOT LOCALIZER HOLD OFF,
AUTOPILOT,,AUTOPILOT HEADING HOLD ON,
AUTOPILOT,,AUTOPILOT HEADING HOLD OFF,
AUTOPILOT,,AUTOPILOT FLIGHT LEVEL CHANGE ON,
AUTOPILOT,,AUTOPILOT FLIGHT LEVEL CHANGE OFF,
AUTOPILOT,,AUTOPILOT BACK COURSE HOLD ON,
AUTOPILOT,,AUTOPILOT BACK COURSE HOLD OFF,
AUTOPILOT,,AUTOPILOT ATTITUDE HOLD ON,
AUTOPILOT,,AUTOPILOT ATTITUDE HOLD OFF,
AUTOPILOT,,AUTOPILOT APPROACH HOLD ON,
AUTOPILOT,,AUTOPILOT APPROACH HOLD OFF,
AUTOPILOT,,AUTOPILOT ALTITUDE HOLD ON,
AUTOPILOT,,AUTOPILOT ALTITUDE HOLD OFF,
AUTOPILOT,,AUTOPILOT AIRSPEED HOLD ON,
AUTOPILOT,,AUTOPILOT AIRSPEED HOLD OFF,
AUTOPILOT,,AUTOPILOT AIRSPEED HOLD CURRENT,
AUTOPILOT,,AUTOPILOT AIRSPEED HOLD,
AUTOPILOT,,AUTOPILOT AIRSPEED ACQUIRE,
AUTOPILOT,,AUTO THROTTLE TO GA,
AUTOPILOT,,ARM AUTO THROTTLE,
AUTOPILOT,,AP VS REFERENCE METRIC,
AUTOPILOT,,AP REFERENCE VS IMPERIAL,
AUTOPILOT,,AP REFERENCE ALTITUDE METRIC,
AUTOPILOT,,AP REFERENCE AIRSPEED IN KNOTS,
AUTOPILOT,,AP ALTITUDE REFERENCE IMPERIAL,
POWER MANAGEMENT,CONDITION LEVERS,SET CONDITION LEVER 4,
POWER MANAGEMENT,CONDITION LEVERS,SET CONDITION LEVER 3,
POWER MANAGEMENT,CONDITION LEVERS,SET CONDITION LEVER 2,
POWER MANAGEMENT,CONDITION LEVERS,SET CONDITION LEVER 1,
POWER MANAGEMENT,CONDITION LEVERS,SET CONDITION LEVER,
POWER MANAGEMENT,CONDITION LEVERS,INCREASE CONDITION LEVER 4,
POWER MANAGEMENT,CONDITION LEVERS,INCREASE CONDITION LEVER 3,
POWER MANAGEMENT,CONDITION LEVERS,INCREASE CONDITION LEVER 2,
POWER MANAGEMENT,CONDITION LEVERS,INCREASE CONDITION LEVER 1,
POWER MANAGEMENT,CONDITION LEVERS,INCREASE CONDITION LEVER,
POWER MANAGEMENT,CONDITION LEVERS,DECREASE CONDITION LEVER 4,
POWER MANAGEMENT,CONDITION LEVERS,DECREASE CONDITION LEVER 3,
POWER MANAGEMENT,CONDITION LEVERS,DECREASE CONDITION LEVER 2,
POWER MANAGEMENT,CONDITION LEVERS,DECREASE CONDITION LEVER 1,
POWER MANAGEMENT,CONDITION LEVERS,DECREASE CONDITION LEVER,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER LOW IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER HIGH IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER CUT OFF,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER AXIS,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 4 LOW IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 4 HIGH IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 4 CUT OFF,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 4 AXIS,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 3 LOW IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 3 HIGH IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 3 CUT OFF,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 3 AXIS,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 2 LOW IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 2 HIGH IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 2 CUT OFF,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 2 AXIS,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 1 LOW IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 1 HIGH IDLE,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 1 CUT OFF,
POWER MANAGEMENT,CONDITION LEVERS,CONDITION LEVER 1 AXIS,
POWER MANAGEMENT,THROTTLE,TOGGLE THROTTLE REVERSE THRUST,
POWER MANAGEMENT,THROTTLE,THROTTLE CUT,
POWER MANAGEMENT,THROTTLE,THROTTLE AXIS,
POWER MANAGEMENT,THROTTLE,THROTTLE 90%,
POWER MANAGEMENT,THROTTLE,THROTTLE 80%,
POWER MANAGEMENT,THROTTLE,THROTTLE 70%,
POWER MANAGEMENT,THROTTLE,THROTTLE 60%,
POWER MANAGEMENT,THROTTLE,THROTTLE 50%,
POWER MANAGEMENT,THROTTLE,THROTTLE 40%,
POWER MANAGEMENT,THROTTLE,THROTTLE 4 INCREASE (SMALL),
POWER MANAGEMENT,THROTTLE,THROTTLE 4 INCREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 4 DECREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 4 CUT,
POWER MANAGEMENT,THROTTLE,THROTTLE 4 AXIS (0 TO 100%),
POWER MANAGEMENT,THROTTLE,THROTTLE 4 AXIS,
POWER MANAGEMENT,THROTTLE,THROTTLE 30%,
POWER MANAGEMENT,THROTTLE,THROTTLE 3 INCREASE (SMALL),
POWER MANAGEMENT,THROTTLE,THROTTLE 3 INCREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 3 DECREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 3 CUT,
POWER MANAGEMENT,THROTTLE,THROTTLE 3 AXIS (0 TO 100%),
POWER MANAGEMENT,THROTTLE,THROTTLE 3 AXIS,
POWER MANAGEMENT,THROTTLE,THROTTLE 20%,
POWER MANAGEMENT,THROTTLE,THROTTLE 2 INCREASE (SMALL),
POWER MANAGEMENT,THROTTLE,THROTTLE 2 INCREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 2 DECREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 2 CUT,
POWER MANAGEMENT,THROTTLE,THROTTLE 2 AXIS (0 TO 100%),
POWER MANAGEMENT,THROTTLE,THROTTLE 2 AXIS,
POWER MANAGEMENT,THROTTLE,THROTTLE 10%,
POWER MANAGEMENT,THROTTLE,THROTTLE 1 INCREASE (SMALL),
POWER MANAGEMENT,THROTTLE,THROTTLE 1 INCREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 1 DECREASE,
POWER MANAGEMENT,THROTTLE,THROTTLE 1 CUT,
POWER MANAGEMENT,THROTTLE,THROTTLE 1 AXIS (0 TO 100%),
POWER MANAGEMENT,THROTTLE,THROTTLE 1 AXIS,
POWER MANAGEMENT,THROTTLE,SET HELICOPTER THROTTLE AXIS,
POWER MANAGEMENT,THROTTLE,SET HELICOPTER THROTTLE 2 AXIS,
POWER MANAGEMENT,THROTTLE,SET HELICOPTER THROTTLE 2,
POWER MANAGEMENT,THROTTLE,SET HELICOPTER THROTTLE 1 AXIS,
POWER MANAGEMENT,THROTTLE,SET HELICOPTER THROTTLE 1,
POWER MANAGEMENT,THROTTLE,SET HELICOPTER THROTTLE,
POWER MANAGEMENT,THROTTLE,INCREASE THROTTLE (SMALL),
POWER MANAGEMENT,THROTTLE,INCREASE THROTTLE,
POWER MANAGEMENT,THROTTLE,INCREASE HELICOPTER THROTTLE 2,
POWER MANAGEMENT,THROTTLE,INCREASE HELICOPTER THROTTLE 1,
POWER MANAGEMENT,THROTTLE,INCREASE HELICOPTER THROTTLE,
POWER MANAGEMENT,THROTTLE,HOLD THROTTLE REVERSE THRUST,
POWER MANAGEMENT,THROTTLE,FULL THROTTLE 4,
POWER MANAGEMENT,THROTTLE,FULL THROTTLE 3,
POWER MANAGEMENT,THROTTLE,FULL THROTTLE 2,
POWER MANAGEMENT,THROTTLE,FULL THROTTLE 1,
POWER MANAGEMENT,THROTTLE,FULL THROTTLE,
POWER MANAGEMENT,THROTTLE,FULL HELICOPTER THROTTLE 2,
POWER MANAGEMENT,THROTTLE,FULL HELICOPTER THROTTLE 1,
POWER MANAGEMENT,THROTTLE,FULL HELICOPTER THROTTLE,
POWER MANAGEMENT,THROTTLE,DECREASE THROTTLE,
POWER MANAGEMENT,THROTTLE,DECREASE HELICOPTER THROTTLE 2,
POWER MANAGEMENT,THROTTLE,DECREASE HELICOPTER THROTTLE 1,
POWER MANAGEMENT,THROTTLE,DECREASE HELICOPTER THROTTLE,
POWER MANAGEMENT,THROTTLE,CUT HELICOPTER THROTTLE 2,
POWER MANAGEMENT,THROTTLE,CUT HELICOPTER THROTTLE 1,
POWER MANAGEMENT,THROTTLE,CUT HELICOPTER THROTTLE,
POWER MANAGEMENT,MIXTURE,SET MIXTURE RICH,
POWER MANAGEMENT,MIXTURE,SET MIXTURE LEAN 4,
POWER MANAGEMENT,MIXTURE,SET MIXTURE LEAN 3,
POWER MANAGEMENT,MIXTURE,SET MIXTURE LEAN 2,
POWER MANAGEMENT,MIXTURE,SET MIXTURE LEAN 1,
POWER MANAGEMENT,MIXTURE,SET MIXTURE LEAN,
POWER MANAGEMENT,MIXTURE,SET MIXTURE 4 RICH,
POWER MANAGEMENT,MIXTURE,SET MIXTURE 3 RICH,
POWER MANAGEMENT,MIXTURE,SET MIXTURE 2 RICH,
POWER MANAGEMENT,MIXTURE,SET MIXTURE 1 RICH,
POWER MANAGEMENT,MIXTURE,SET BEST MIXTURE,
POWER MANAGEMENT,MIXTURE,MIXTURE AXIS (0 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE AXIS (-100 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 4 AXIS (0 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 4 AXIS (-100 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 3 AXIS (0 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 3 AXIS (-100 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 2 AXIS (0 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 2 AXIS (-100 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 1 AXIS (0 TO 100%),
POWER MANAGEMENT,MIXTURE,MIXTURE 1 AXIS (-100 TO 100%),
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 4 (SMALL),
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 4,
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 3 (SMALL),
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 3,
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 2 (SMALL),
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 2,
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 1 (SMALL),
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE 1,
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE (SMALL),
POWER MANAGEMENT,MIXTURE,INCREASE MIXTURE,
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 4 (SLOW),
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 4,
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 3 (SLOW),
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 3,
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 2 (SLOW),
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 2,
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 1 (SLOW),
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE 1,
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE (SLOW),
POWER MANAGEMENT,MIXTURE,DECREASE MIXTURE,
POWER MANAGEMENT,,TURBINE ENGINE ISOLATION ON,
POWER MANAGEMENT,,TURBINE ENGINE ISOLATION OFF,
POWER MANAGEMENT,,TOGGLE TURBINE ENGINE ISOLATION,
POWER MANAGEMENT,,SET TURBINE ENGINE ISOLATION,
POWER MANAGEMENT,,INCREMENT COLLECTIVE,
POWER MANAGEMENT,,DECREMENT COLLECTIVE,
POWER MANAGEMENT,PROPELLER,TOGGLE PROPELLER SYNC,
POWER MANAGEMENT,PROPELLER,TOGGLE PROPELLER REVERSE THRUST,
POWER MANAGEMENT,PROPELLER,TOGGLE FEATHER SWITCHES,
POWER MANAGEMENT,PROPELLER,TOGGLE FEATHER SWITCH 4,
POWER MANAGEMENT,PROPELLER,TOGGLE FEATHER SWITCH 3,
POWER MANAGEMENT,PROPELLER,TOGGLE FEATHER SWITCH 2,
POWER MANAGEMENT,PROPELLER,TOGGLE FEATHER SWITCH 1,
POWER MANAGEMENT,PROPELLER,TOGGLE AUTOFEATHER ARMING,
POWER MANAGEMENT,PROPELLER,PROPELLER PITCH LO,
POWER MANAGEMENT,PROPELLER,PROPELLER PITCH HI,
POWER MANAGEMENT,PROPELLER,PROPELLER AXIS,
POWER MANAGEMENT,PROPELLER,PROPELLER 4 PITCH LO,
POWER MANAGEMENT,PROPELLER,PROPELLER 4 PITCH HI,
POWER MANAGEMENT,PROPELLER,PROPELLER 4 AXIS,
POWER MANAGEMENT,PROPELLER,PROPELLER 3 PITCH LO,
POWER MANAGEMENT,PROPELLER,PROPELLER 3 PITCH HI,
POWER MANAGEMENT,PROPELLER,PROPELLER 3 AXIS,
POWER MANAGEMENT,PROPELLER,PROPELLER 2 PITCH LO,
POWER MANAGEMENT,PROPELLER,PROPELLER 2 PITCH HI,
POWER MANAGEMENT,PROPELLER,PROPELLER 2 AXIS,
POWER MANAGEMENT,PROPELLER,PROPELLER 1 PITCH LO,
POWER MANAGEMENT,PROPELLER,PROPELLER 1 PITCH HI,
POWER MANAGEMENT,PROPELLER,PROPELLER 1 AXIS,
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER PITCH,
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 4 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 4 PITCH,
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 3 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 3 PITCH,
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 2 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 2 PITCH,
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 1 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,INCREASE PROPELLER 1 PITCH,
POWER MANAGEMENT,PROPELLER,HOLD PROPELLER REVERSE THRUST,
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER PITCH,
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 4 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 4 PITCH,
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 3 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 3 PITCH,
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 2 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 2 PITCH,
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 1 PITCH (SMALL),
POWER MANAGEMENT,PROPELLER,DECREASE PROPELLER 1 PITCH,
POWER MANAGEMENT,,COLLECTIVE AXIS,
LANDING GEAR,,TOGGLE TAIL WHEEL LOCK,
LANDING GEAR,,TOGGLE LANDING GEAR,
LANDING GEAR,,TOGGLE GEAR EMERGENCY HANDLE,
LANDING GEAR,,SET GEAR,
LANDING GEAR,,GEAR UP,
LANDING GEAR,,GEAR DOWN,
MULTIPLAYER,,TOGGLE DISPLAY PLAYERS,
MULTIPLAYER,,DISPLAY PLAYERS ON,
MULTIPLAYER,,DISPLAY PLAYERS OFF,
